ResponseId,Age,EdLevel,Country
51748,35-44 years old,Bachelor’s Degree,USA
51749,45-54 years old,Bachelor’s Degree,Australia
51750,25-34 years old,Bachelor’s Degree,USA
51751,18-24 years old,Bachelor’s Degree,Slovakia
51752,35-44 years old,Bachelor’s Degree,USA
51753,25-34 years old,Master’s Degree,USA
51754,18-24 years old,Bachelor’s Degree,India
51755,55-64 years old,Bachelor’s Degree,USA
51756,35-44 years old,Bachelor’s Degree,United Kingdom
51757,25-34 years old,Bachelor’s Degree,USA
51758,35-44 years old,Master’s Degree,USA
51759,35-44 years old,Bachelor’s Degree,USA
51760,55-64 years old,Master’s Degree,Australia
51761,35-44 years old,Secondary School,Latvia
51762,55-64 years old,Bachelor’s Degree,Australia
51763,45-54 years old,Professional Degree,USA
51764,35-44 years old,Bachelor’s Degree,South Korea
51765,35-44 years old,Associate Degree,USA
51766,35-44 years old,Bachelor’s Degree,USA
51767,18-24 years old,Uncompleted Studies,USA
51768,25-34 years old,Bachelor’s Degree,Spain
51769,45-54 years old,Professional Degree,Australia
51770,35-44 years old,Bachelor’s Degree,Canada
51771,25-34 years old,Uncompleted Studies,Viet Nam
51772,18-24 years old,Associate Degree,USA
51773,25-34 years old,Bachelor’s Degree,Canada
51774,25-34 years old,Bachelor’s Degree,Brazil
51775,45-54 years old,Bachelor’s Degree,USA
51776,25-34 years old,Professional Degree,USA
51777,18-24 years old,Uncompleted Studies,Australia
51778,35-44 years old,Master’s Degree,Uruguay
51779,35-44 years old,Bachelor’s Degree,New Zealand
51780,25-34 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
51781,25-34 years old,Master’s Degree,China
51782,25-34 years old,Bachelor’s Degree,Canada
51783,35-44 years old,Bachelor’s Degree,China
51784,18-24 years old,Uncompleted Studies,Russian Federation
51785,Under 18 years old,Primary School,USA
51786,35-44 years old,Professional Degree,Canada
51787,25-34 years old,Uncompleted Studies,Australia
51788,55-64 years old,Master’s Degree,New Zealand
51789,18-24 years old,Uncompleted Studies,USA
51790,35-44 years old,Bachelor’s Degree,Sri Lanka
51791,35-44 years old,Bachelor’s Degree,Canada
51792,35-44 years old,Master’s Degree,USA
51793,35-44 years old,Bachelor’s Degree,Japan
51794,25-34 years old,Master’s Degree,India
51795,25-34 years old,Professional Degree,Colombia
51796,35-44 years old,Bachelor’s Degree,Australia
51797,25-34 years old,Uncompleted Studies,Uruguay
51798,35-44 years old,Bachelor’s Degree,Australia
51799,Under 18 years old,Secondary School,Indonesia
51800,18-24 years old,Uncompleted Studies,Mexico
51801,25-34 years old,Bachelor’s Degree,Viet Nam
51802,18-24 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
51803,25-34 years old,Master’s Degree,USA
51804,25-34 years old,Uncompleted Studies,Ukraine
51805,18-24 years old,Bachelor’s Degree,China
51806,25-34 years old,Uncompleted Studies,Australia
51807,25-34 years old,Bachelor’s Degree,India
51808,18-24 years old,Secondary School,India
51809,25-34 years old,Bachelor’s Degree,India
51810,Under 18 years old,Secondary School,Dominican Republic
51811,35-44 years old,Master’s Degree,New Zealand
51812,65 years or older,Bachelor’s Degree,USA
51813,45-54 years old,Bachelor’s Degree,Australia
51814,25-34 years old,Uncompleted Studies,Morocco
51815,25-34 years old,Professional Degree,Germany
51816,35-44 years old,Bachelor’s Degree,China
51817,25-34 years old,Master’s Degree,Japan
51818,18-24 years old,Uncompleted Studies,India
51819,18-24 years old,Master’s Degree,USA
51820,25-34 years old,Bachelor’s Degree,China
51821,25-34 years old,Bachelor’s Degree,India
51822,35-44 years old,Professional Degree,Sweden
51823,25-34 years old,Master’s Degree,India
51824,25-34 years old,Bachelor’s Degree,USA
51825,65 years or older,Bachelor’s Degree,USA
51826,18-24 years old,Bachelor’s Degree,India
51827,25-34 years old,Bachelor’s Degree,Australia
51828,35-44 years old,Master’s Degree,Australia
51829,45-54 years old,Uncompleted Studies,USA
51830,35-44 years old,Master’s Degree,China
51831,18-24 years old,Associate Degree,Mexico
51832,25-34 years old,Bachelor’s Degree,Viet Nam
51833,55-64 years old,Uncompleted Studies,Sweden
51834,35-44 years old,Bachelor’s Degree,USA
51835,55-64 years old,Bachelor’s Degree,USA
51836,25-34 years old,Bachelor’s Degree,New Zealand
51837,45-54 years old,Master’s Degree,USA
51838,25-34 years old,Uncompleted Studies,China
51839,45-54 years old,Bachelor’s Degree,USA
51840,45-54 years old,Uncompleted Studies,USA
51841,25-34 years old,Bachelor’s Degree,India
51842,45-54 years old,Master’s Degree,USA
51843,18-24 years old,Bachelor’s Degree,India
51844,35-44 years old,Master’s Degree,Finland
51845,45-54 years old,Uncompleted Studies,Romania
51846,25-34 years old,Bachelor’s Degree,Turkey
51847,35-44 years old,Professional Degree,Sweden
51848,55-64 years old,Bachelor’s Degree,Australia
51849,35-44 years old,Professional Degree,USA
51850,35-44 years old,Bachelor’s Degree,USA
51851,25-34 years old,Bachelor’s Degree,Turkey
51852,35-44 years old,Bachelor’s Degree,Israel
51853,18-24 years old,Secondary School,Mongolia
51854,25-34 years old,Master’s Degree,Canada
51855,25-34 years old,Bachelor’s Degree,Nepal
51856,Under 18 years old,Primary School,Switzerland
51857,18-24 years old,Bachelor’s Degree,India
51858,Under 18 years old,Secondary School,Australia
51859,18-24 years old,Bachelor’s Degree,Viet Nam
51860,45-54 years old,Bachelor’s Degree,Australia
51861,18-24 years old,Secondary School,USA
51862,45-54 years old,Bachelor’s Degree,New Zealand
51863,Under 18 years old,Secondary School,Canada
51864,18-24 years old,Uncompleted Studies,USA
51865,35-44 years old,Master’s Degree,USA
51866,65 years or older,Uncompleted Studies,Australia
51867,Under 18 years old,Uncompleted Studies,South Korea
51868,Prefer not to say,Uncompleted Studies,USA
51869,35-44 years old,Master’s Degree,Germany
51870,25-34 years old,Bachelor’s Degree,India
51871,25-34 years old,Bachelor’s Degree,India
51872,35-44 years old,Master’s Degree,India
51873,18-24 years old,Uncompleted Studies,New Zealand
51874,55-64 years old,Master’s Degree,Italy
51875,35-44 years old,Bachelor’s Degree,Australia
51876,25-34 years old,Master’s Degree,India
51877,18-24 years old,Secondary School,Viet Nam
51878,Under 18 years old,Other,USA
51879,18-24 years old,Uncompleted Studies,USA
51880,45-54 years old,Bachelor’s Degree,Canada
51881,25-34 years old,Uncompleted Studies,USA
51882,45-54 years old,Professional Degree,Australia
51883,18-24 years old,Bachelor’s Degree,India
51884,25-34 years old,Bachelor’s Degree,USA
51885,25-34 years old,Bachelor’s Degree,India
51886,25-34 years old,Bachelor’s Degree,Slovenia
51887,18-24 years old,Bachelor’s Degree,India
51888,25-34 years old,Bachelor’s Degree,Taiwan
51889,35-44 years old,Master’s Degree,USA
51890,18-24 years old,Bachelor’s Degree,India
51891,25-34 years old,Master’s Degree,Russian Federation
51892,45-54 years old,Uncompleted Studies,USA
51893,45-54 years old,Master’s Degree,Poland
51894,25-34 years old,Master’s Degree,Germany
51895,18-24 years old,Uncompleted Studies,India
51896,25-34 years old,Master’s Degree,India
51897,45-54 years old,Associate Degree,South Korea
51898,35-44 years old,Master’s Degree,Austria
51899,25-34 years old,Bachelor’s Degree,Austria
51900,18-24 years old,Master’s Degree,India
51901,18-24 years old,Bachelor’s Degree,USA
51902,35-44 years old,Other,Germany
51903,18-24 years old,Uncompleted Studies,USA
51904,35-44 years old,Master’s Degree,Slovenia
51905,35-44 years old,Bachelor’s Degree,USA
51906,Under 18 years old,Secondary School,Taiwan
51907,35-44 years old,Master’s Degree,Norway
51908,25-34 years old,Bachelor’s Degree,USA
51909,35-44 years old,Bachelor’s Degree,India
51910,25-34 years old,Bachelor’s Degree,Spain
51911,35-44 years old,Bachelor’s Degree,Australia
51912,25-34 years old,Master’s Degree,Australia
51913,55-64 years old,Master’s Degree,Japan
51914,35-44 years old,Uncompleted Studies,Argentina
51915,35-44 years old,Bachelor’s Degree,Romania
51916,35-44 years old,Uncompleted Studies,USA
51917,18-24 years old,Secondary School,Germany
51918,45-54 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
51919,35-44 years old,Professional Degree,Germany
51920,55-64 years old,Bachelor’s Degree,Norway
51921,45-54 years old,Master’s Degree,Germany
51922,25-34 years old,Bachelor’s Degree,Slovenia
51923,35-44 years old,Master’s Degree,Poland
51924,35-44 years old,Master’s Degree,Denmark
51925,25-34 years old,Bachelor’s Degree,Australia
51926,25-34 years old,Bachelor’s Degree,India
51927,25-34 years old,Secondary School,Nepal
51928,35-44 years old,Bachelor’s Degree,Netherlands
51929,45-54 years old,Secondary School,Spain
51930,18-24 years old,Bachelor’s Degree,Nigeria
51931,45-54 years old,Other,Ukraine
51932,18-24 years old,Secondary School,Italy
51933,45-54 years old,Professional Degree,France
51934,35-44 years old,Bachelor’s Degree,India
51935,25-34 years old,Professional Degree,USA
51936,35-44 years old,Associate Degree,Denmark
51937,35-44 years old,Professional Degree,Poland
51938,18-24 years old,Bachelor’s Degree,India
51939,45-54 years old,Master’s Degree,Germany
51940,35-44 years old,Secondary School,Denmark
51941,18-24 years old,Bachelor’s Degree,India
51942,55-64 years old,Master’s Degree,Netherlands
51943,35-44 years old,Master’s Degree,Germany
51944,25-34 years old,Master’s Degree,Canada
51945,25-34 years old,Uncompleted Studies,Russian Federation
51946,25-34 years old,Master’s Degree,France
51947,18-24 years old,Secondary School,India
51948,45-54 years old,Master’s Degree,New Zealand
51949,35-44 years old,Uncompleted Studies,Sweden
51950,25-34 years old,Bachelor’s Degree,Bulgaria
51951,18-24 years old,Primary School,India
51952,18-24 years old,Bachelor’s Degree,China
51953,45-54 years old,Uncompleted Studies,Germany
51954,25-34 years old,Bachelor’s Degree,Sweden
51955,45-54 years old,Bachelor’s Degree,Netherlands
51956,25-34 years old,Bachelor’s Degree,Andorra
51957,25-34 years old,Master’s Degree,Sweden
51958,25-34 years old,Bachelor’s Degree,USA
51959,45-54 years old,Master’s Degree,Iran
51960,35-44 years old,Master’s Degree,Poland
51961,35-44 years old,Bachelor’s Degree,USA
51962,35-44 years old,Secondary School,Germany
51963,18-24 years old,Uncompleted Studies,India
51964,35-44 years old,Bachelor’s Degree,Romania
51965,25-34 years old,Master’s Degree,USA
51966,25-34 years old,Uncompleted Studies,Bulgaria
51967,45-54 years old,Master’s Degree,Denmark
51968,18-24 years old,Bachelor’s Degree,United Kingdom
51969,35-44 years old,Master’s Degree,Slovenia
51970,45-54 years old,Master’s Degree,Australia
51971,35-44 years old,Bachelor’s Degree,USA
51972,35-44 years old,Bachelor’s Degree,India
51973,25-34 years old,Bachelor’s Degree,USA
51974,25-34 years old,Bachelor’s Degree,New Zealand
51975,18-24 years old,Secondary School,Latvia
51976,35-44 years old,Bachelor’s Degree,Germany
51977,25-34 years old,Bachelor’s Degree,India
51978,25-34 years old,Master’s Degree,Denmark
51979,35-44 years old,Master’s Degree,Germany
51980,Under 18 years old,Primary School,USA
51981,35-44 years old,Master’s Degree,Iran
51982,25-34 years old,Bachelor’s Degree,India
51983,25-34 years old,Bachelor’s Degree,India
51984,35-44 years old,Bachelor’s Degree,Germany
51985,55-64 years old,Bachelor’s Degree,Sweden
51986,25-34 years old,Bachelor’s Degree,Croatia
51987,18-24 years old,Bachelor’s Degree,Latvia
51988,35-44 years old,Associate Degree,Romania
51989,25-34 years old,Bachelor’s Degree,Singapore
51990,18-24 years old,Bachelor’s Degree,India
51991,25-34 years old,Master’s Degree,India
51992,25-34 years old,Bachelor’s Degree,Germany
51993,25-34 years old,Master’s Degree,Denmark
51994,45-54 years old,Bachelor’s Degree,Switzerland
51995,18-24 years old,Bachelor’s Degree,India
51996,35-44 years old,Secondary School,Czech Republic
51997,35-44 years old,Master’s Degree,Germany
51998,18-24 years old,Master’s Degree,Romania
51999,25-34 years old,Bachelor’s Degree,India
52000,25-34 years old,Master’s Degree,Thailand
52001,18-24 years old,Bachelor’s Degree,USA
52002,25-34 years old,Bachelor’s Degree,Kazakhstan
52003,45-54 years old,Master’s Degree,Czech Republic
52004,25-34 years old,Bachelor’s Degree,India
52005,45-54 years old,Uncompleted Studies,Netherlands
52006,25-34 years old,Bachelor’s Degree,Viet Nam
52007,25-34 years old,Master’s Degree,Switzerland
52008,25-34 years old,Bachelor’s Degree,Poland
52009,18-24 years old,Bachelor’s Degree,Iran
52010,25-34 years old,Master’s Degree,India
52011,18-24 years old,Associate Degree,USA
52012,35-44 years old,Bachelor’s Degree,Sweden
52013,25-34 years old,Master’s Degree,France
52014,55-64 years old,Uncompleted Studies,Germany
52015,25-34 years old,Secondary School,France
52016,25-34 years old,Bachelor’s Degree,South Korea
52017,35-44 years old,Bachelor’s Degree,India
52018,35-44 years old,Master’s Degree,Montenegro
52019,45-54 years old,Uncompleted Studies,Spain
52020,18-24 years old,Bachelor’s Degree,Greece
52021,35-44 years old,Professional Degree,Sweden
52022,35-44 years old,Uncompleted Studies,Malaysia
52023,35-44 years old,Master’s Degree,Germany
52024,18-24 years old,Bachelor’s Degree,Latvia
52025,18-24 years old,Secondary School,USA
52026,45-54 years old,Master’s Degree,Germany
52027,25-34 years old,Bachelor’s Degree,India
52028,35-44 years old,Professional Degree,Poland
52029,25-34 years old,Bachelor’s Degree,South Korea
52030,25-34 years old,Bachelor’s Degree,India
52031,25-34 years old,Bachelor’s Degree,Ghana
52032,25-34 years old,Uncompleted Studies,Austria
52033,25-34 years old,Master’s Degree,India
52034,35-44 years old,Bachelor’s Degree,USA
52035,25-34 years old,Professional Degree,Iran
52036,35-44 years old,Bachelor’s Degree,Israel
52037,35-44 years old,Bachelor’s Degree,Taiwan
52038,45-54 years old,Bachelor’s Degree,United Kingdom
52039,35-44 years old,Uncompleted Studies,Switzerland
52040,45-54 years old,Master’s Degree,Luxembourg
52041,35-44 years old,Bachelor’s Degree,Finland
52042,35-44 years old,Bachelor’s Degree,Poland
52043,45-54 years old,Secondary School,Italy
52044,35-44 years old,Master’s Degree,Denmark
52045,35-44 years old,Bachelor’s Degree,Bulgaria
52046,25-34 years old,Secondary School,Germany
52047,45-54 years old,Bachelor’s Degree,Switzerland
52048,18-24 years old,Secondary School,India
52049,25-34 years old,Bachelor’s Degree,Poland
52050,35-44 years old,Professional Degree,Germany
52051,35-44 years old,Master’s Degree,Germany
52052,35-44 years old,Secondary School,United Kingdom
52053,45-54 years old,Master’s Degree,United Kingdom
52054,25-34 years old,Bachelor’s Degree,Taiwan
52055,35-44 years old,Secondary School,Bulgaria
52056,18-24 years old,Master’s Degree,Germany
52057,35-44 years old,Other,South Africa
52058,18-24 years old,Secondary School,Germany
52059,35-44 years old,Uncompleted Studies,Mexico
52060,25-34 years old,Bachelor’s Degree,Taiwan
52061,25-34 years old,Bachelor’s Degree,India
52062,25-34 years old,Master’s Degree,Romania
52063,35-44 years old,Master’s Degree,Sweden
52064,45-54 years old,Uncompleted Studies,Italy
52065,25-34 years old,Other,Bulgaria
52066,35-44 years old,Bachelor’s Degree,Germany
52067,45-54 years old,Master’s Degree,Germany
52068,18-24 years old,Master’s Degree,India
52069,25-34 years old,Bachelor’s Degree,Belgium
52070,55-64 years old,Professional Degree,France
52071,25-34 years old,Master’s Degree,Germany
52072,35-44 years old,Bachelor’s Degree,Poland
52073,35-44 years old,Bachelor’s Degree,Poland
52074,18-24 years old,Master’s Degree,Taiwan
52075,25-34 years old,Master’s Degree,India
52076,35-44 years old,Master’s Degree,France
52077,25-34 years old,Master’s Degree,Singapore
52078,25-34 years old,Bachelor’s Degree,Italy
52079,35-44 years old,Master’s Degree,Denmark
52080,25-34 years old,Bachelor’s Degree,Taiwan
52081,25-34 years old,Master’s Degree,Germany
52082,25-34 years old,Bachelor’s Degree,Lithuania
52083,35-44 years old,Bachelor’s Degree,Poland
52084,35-44 years old,Professional Degree,India
52085,25-34 years old,Master’s Degree,USA
52086,35-44 years old,Associate Degree,Belgium
52087,25-34 years old,Bachelor’s Degree,Sweden
52088,25-34 years old,Master’s Degree,Italy
52089,35-44 years old,Secondary School,United Republic of Tanzania
52090,35-44 years old,Master’s Degree,India
52091,35-44 years old,Master’s Degree,Spain
52092,25-34 years old,Secondary School,Germany
52093,25-34 years old,Associate Degree,Iran
52094,35-44 years old,Professional Degree,France
52095,25-34 years old,Bachelor’s Degree,Russian Federation
52096,25-34 years old,Bachelor’s Degree,Germany
52097,35-44 years old,Secondary School,Netherlands
52098,35-44 years old,Secondary School,Spain
52099,25-34 years old,Bachelor’s Degree,China
52100,35-44 years old,Uncompleted Studies,Switzerland
52101,25-34 years old,Bachelor’s Degree,Saudi Arabia
52102,18-24 years old,Primary School,Poland
52103,45-54 years old,Master’s Degree,Denmark
52104,25-34 years old,Bachelor’s Degree,Sri Lanka
52105,25-34 years old,Master’s Degree,Bulgaria
52106,35-44 years old,Professional Degree,Switzerland
52107,18-24 years old,Uncompleted Studies,Russian Federation
52108,35-44 years old,Master’s Degree,Poland
52109,18-24 years old,Associate Degree,Latvia
52110,25-34 years old,Bachelor’s Degree,Finland
52111,35-44 years old,Master’s Degree,Belgium
52112,35-44 years old,Professional Degree,Switzerland
52113,25-34 years old,Bachelor’s Degree,Slovenia
52114,25-34 years old,Master’s Degree,Netherlands
52115,18-24 years old,Bachelor’s Degree,India
52116,18-24 years old,Bachelor’s Degree,Germany
52117,25-34 years old,Uncompleted Studies,Philippines
52118,25-34 years old,Bachelor’s Degree,India
52119,45-54 years old,Bachelor’s Degree,Germany
52120,25-34 years old,Bachelor’s Degree,Belgium
52121,25-34 years old,Bachelor’s Degree,Sri Lanka
52122,35-44 years old,Secondary School,Germany
52123,25-34 years old,Master’s Degree,Czech Republic
52124,Under 18 years old,Secondary School,India
52125,25-34 years old,Bachelor’s Degree,Spain
52126,18-24 years old,Uncompleted Studies,India
52127,45-54 years old,Master’s Degree,France
52128,45-54 years old,Secondary School,Canada
52129,25-34 years old,Master’s Degree,Poland
52130,18-24 years old,Bachelor’s Degree,Romania
52131,18-24 years old,Uncompleted Studies,United Kingdom
52132,18-24 years old,Professional Degree,France
52133,18-24 years old,Primary School,Sweden
52134,18-24 years old,Secondary School,India
52135,25-34 years old,Bachelor’s Degree,India
52136,35-44 years old,Master’s Degree,Austria
52137,25-34 years old,Bachelor’s Degree,Germany
52138,35-44 years old,Professional Degree,United Kingdom
52139,25-34 years old,Bachelor’s Degree,United Kingdom
52140,25-34 years old,Primary School,Georgia
52141,25-34 years old,Master’s Degree,Romania
52142,35-44 years old,Master’s Degree,Germany
52143,25-34 years old,Bachelor’s Degree,Norway
52144,25-34 years old,Master’s Degree,Poland
52145,18-24 years old,Secondary School,Germany
52146,35-44 years old,Bachelor’s Degree,India
52147,35-44 years old,Master’s Degree,Ukraine
52148,35-44 years old,Professional Degree,Georgia
52149,35-44 years old,Master’s Degree,Poland
52150,Under 18 years old,Primary School,New Zealand
52151,35-44 years old,Bachelor’s Degree,Netherlands
52152,18-24 years old,Master’s Degree,Russian Federation
52153,45-54 years old,Master’s Degree,Poland
52154,18-24 years old,Associate Degree,South Korea
52155,25-34 years old,Bachelor’s Degree,Austria
52156,18-24 years old,Secondary School,Belgium
52157,18-24 years old,Bachelor’s Degree,Portugal
52158,35-44 years old,Master’s Degree,Portugal
52159,25-34 years old,Bachelor’s Degree,India
52160,Under 18 years old,Secondary School,India
52161,35-44 years old,Bachelor’s Degree,United Kingdom
52162,18-24 years old,Bachelor’s Degree,India
52163,55-64 years old,Master’s Degree,Switzerland
52164,25-34 years old,Master’s Degree,Czech Republic
52165,45-54 years old,Master’s Degree,Portugal
52166,45-54 years old,Professional Degree,Spain
52167,25-34 years old,Bachelor’s Degree,Germany
52168,25-34 years old,Master’s Degree,France
52169,35-44 years old,Bachelor’s Degree,Netherlands
52170,25-34 years old,Bachelor’s Degree,Spain
52171,35-44 years old,Bachelor’s Degree,Spain
52172,35-44 years old,Professional Degree,Netherlands
52173,25-34 years old,Bachelor’s Degree,Germany
52174,25-34 years old,Bachelor’s Degree,Australia
52175,45-54 years old,Uncompleted Studies,United Kingdom
52176,35-44 years old,Master’s Degree,Norway
52177,25-34 years old,Bachelor’s Degree,Finland
52178,25-34 years old,Bachelor’s Degree,India
52179,25-34 years old,Associate Degree,Bulgaria
52180,35-44 years old,Secondary School,Spain
52181,25-34 years old,Bachelor’s Degree,Spain
52182,55-64 years old,Master’s Degree,Czech Republic
52183,55-64 years old,Professional Degree,Austria
52184,35-44 years old,Master’s Degree,Spain
52185,65 years or older,Associate Degree,Japan
52186,25-34 years old,Bachelor’s Degree,United Kingdom
52187,25-34 years old,Master’s Degree,France
52188,18-24 years old,Secondary School,Netherlands
52189,25-34 years old,Uncompleted Studies,United Kingdom
52190,25-34 years old,Bachelor’s Degree,France
52191,18-24 years old,Bachelor’s Degree,Italy
52192,25-34 years old,Master’s Degree,Sweden
52193,18-24 years old,Master’s Degree,Germany
52194,25-34 years old,Master’s Degree,India
52195,35-44 years old,Bachelor’s Degree,Norway
52196,25-34 years old,Bachelor’s Degree,Iran
52197,18-24 years old,Master’s Degree,France
52198,25-34 years old,Bachelor’s Degree,Switzerland
52199,25-34 years old,Professional Degree,United Kingdom
52200,25-34 years old,Bachelor’s Degree,Finland
52201,35-44 years old,Secondary School,Sweden
52202,55-64 years old,Professional Degree,France
52203,25-34 years old,Master’s Degree,Sweden
52204,35-44 years old,Bachelor’s Degree,Germany
52205,35-44 years old,Master’s Degree,Switzerland
52206,45-54 years old,Uncompleted Studies,Sweden
52207,18-24 years old,Secondary School,Italy
52208,45-54 years old,Bachelor’s Degree,Germany
52209,35-44 years old,Professional Degree,Austria
52210,25-34 years old,Master’s Degree,Switzerland
52211,45-54 years old,Uncompleted Studies,South Africa
52212,18-24 years old,Bachelor’s Degree,Kenya
52213,35-44 years old,Bachelor’s Degree,Russian Federation
52214,25-34 years old,Master’s Degree,Sweden
52215,45-54 years old,Master’s Degree,Netherlands
52216,55-64 years old,Professional Degree,Germany
52217,35-44 years old,Professional Degree,Germany
52218,35-44 years old,Associate Degree,Denmark
52219,Under 18 years old,Uncompleted Studies,Germany
52220,25-34 years old,Secondary School,Germany
52221,55-64 years old,Bachelor’s Degree,Russian Federation
52222,18-24 years old,Secondary School,USA
52223,45-54 years old,Bachelor’s Degree,Norway
52224,45-54 years old,Uncompleted Studies,Germany
52225,55-64 years old,Master’s Degree,Finland
52226,35-44 years old,Bachelor’s Degree,Austria
52227,18-24 years old,Bachelor’s Degree,Netherlands
52228,35-44 years old,Master’s Degree,Georgia
52229,35-44 years old,Professional Degree,United Kingdom
52230,25-34 years old,Secondary School,Slovakia
52231,35-44 years old,Master’s Degree,Singapore
52232,25-34 years old,Bachelor’s Degree,Germany
52233,35-44 years old,Bachelor’s Degree,Viet Nam
52234,25-34 years old,Bachelor’s Degree,Serbia
52235,25-34 years old,Bachelor’s Degree,Sri Lanka
52236,25-34 years old,Bachelor’s Degree,France
52237,45-54 years old,Bachelor’s Degree,Philippines
52238,35-44 years old,Master’s Degree,Italy
52239,25-34 years old,Bachelor’s Degree,Germany
52240,25-34 years old,Bachelor’s Degree,India
52241,35-44 years old,Bachelor’s Degree,Portugal
52242,35-44 years old,Bachelor’s Degree,United Kingdom
52243,35-44 years old,Master’s Degree,Germany
52244,25-34 years old,Bachelor’s Degree,India
52245,25-34 years old,Master’s Degree,Israel
52246,18-24 years old,Bachelor’s Degree,Poland
52247,25-34 years old,Bachelor’s Degree,Nigeria
52248,45-54 years old,Master’s Degree,Poland
52249,25-34 years old,Master’s Degree,Spain
52250,25-34 years old,Professional Degree,United Kingdom
52251,18-24 years old,Secondary School,Bulgaria
52252,18-24 years old,Bachelor’s Degree,Japan
52253,25-34 years old,Bachelor’s Degree,India
52254,25-34 years old,Uncompleted Studies,Germany
52255,25-34 years old,Bachelor’s Degree,Estonia
52256,35-44 years old,Uncompleted Studies,Switzerland
52257,25-34 years old,Master’s Degree,France
52258,35-44 years old,Bachelor’s Degree,Poland
52259,35-44 years old,Bachelor’s Degree,Germany
52260,35-44 years old,Master’s Degree,Greece
52261,35-44 years old,Master’s Degree,Poland
52262,45-54 years old,Bachelor’s Degree,Italy
52263,25-34 years old,Associate Degree,United Kingdom
52264,45-54 years old,Master’s Degree,United Kingdom
52265,25-34 years old,Master’s Degree,Italy
52266,35-44 years old,Secondary School,Portugal
52267,35-44 years old,Master’s Degree,Poland
52268,35-44 years old,Bachelor’s Degree,Viet Nam
52269,18-24 years old,Associate Degree,France
52270,18-24 years old,Uncompleted Studies,United Kingdom
52271,25-34 years old,Master’s Degree,Belgium
52272,35-44 years old,Professional Degree,Italy
52273,18-24 years old,Secondary School,Italy
52274,35-44 years old,Uncompleted Studies,Austria
52275,45-54 years old,Master’s Degree,Poland
52276,18-24 years old,Bachelor’s Degree,United Kingdom
52277,25-34 years old,Bachelor’s Degree,India
52278,45-54 years old,Master’s Degree,Iceland
52279,25-34 years old,Bachelor’s Degree,Belgium
52280,25-34 years old,Uncompleted Studies,Iran
52281,25-34 years old,Master’s Degree,Taiwan
52282,18-24 years old,Bachelor’s Degree,India
52283,35-44 years old,Bachelor’s Degree,Switzerland
52284,18-24 years old,Bachelor’s Degree,Benin
52285,45-54 years old,Uncompleted Studies,Italy
52286,25-34 years old,Master’s Degree,Sweden
52287,25-34 years old,Master’s Degree,Germany
52288,35-44 years old,Master’s Degree,Poland
52289,25-34 years old,Professional Degree,Greece
52290,18-24 years old,Bachelor’s Degree,Germany
52291,25-34 years old,Bachelor’s Degree,India
52292,25-34 years old,Uncompleted Studies,Czech Republic
52293,25-34 years old,Master’s Degree,Poland
52294,25-34 years old,Master’s Degree,Ukraine
52295,18-24 years old,Secondary School,Netherlands
52296,18-24 years old,Master’s Degree,Greece
52297,25-34 years old,Master’s Degree,Netherlands
52298,45-54 years old,Master’s Degree,Switzerland
52299,35-44 years old,Master’s Degree,Iran
52300,45-54 years old,Associate Degree,Kazakhstan
52301,18-24 years old,Bachelor’s Degree,Viet Nam
52302,35-44 years old,Master’s Degree,Poland
52303,25-34 years old,Master’s Degree,Ireland
52304,25-34 years old,Bachelor’s Degree,France
52305,18-24 years old,Other,Switzerland
52306,35-44 years old,Master’s Degree,Germany
52307,25-34 years old,Associate Degree,Poland
52308,18-24 years old,Bachelor’s Degree,Nepal
52309,25-34 years old,Master’s Degree,Netherlands
52310,35-44 years old,Master’s Degree,Switzerland
52311,25-34 years old,Bachelor’s Degree,India
52312,25-34 years old,Bachelor’s Degree,United Kingdom
52313,55-64 years old,Master’s Degree,Germany
52314,25-34 years old,Bachelor’s Degree,Hungary
52315,25-34 years old,Bachelor’s Degree,Germany
52316,25-34 years old,Master’s Degree,Germany
52317,18-24 years old,Secondary School,India
52318,25-34 years old,Uncompleted Studies,Poland
52319,35-44 years old,Master’s Degree,Portugal
52320,35-44 years old,Bachelor’s Degree,Qatar
52321,25-34 years old,Master’s Degree,Austria
52322,18-24 years old,Other,Spain
52323,25-34 years old,Master’s Degree,Syrian Arab Republic
52324,18-24 years old,Bachelor’s Degree,India
52325,35-44 years old,Bachelor’s Degree,Norway
52326,35-44 years old,Associate Degree,Russian Federation
52327,25-34 years old,Uncompleted Studies,Poland
52328,45-54 years old,Secondary School,Italy
52329,35-44 years old,Bachelor’s Degree,Latvia
52330,35-44 years old,Master’s Degree,Austria
52331,25-34 years old,Master’s Degree,France
52332,25-34 years old,Master’s Degree,Poland
52333,35-44 years old,Uncompleted Studies,United Kingdom
52334,45-54 years old,Bachelor’s Degree,Germany
52335,25-34 years old,Bachelor’s Degree,Germany
52336,25-34 years old,Bachelor’s Degree,Austria
52337,35-44 years old,Master’s Degree,Germany
52338,45-54 years old,Bachelor’s Degree,United Kingdom
52339,45-54 years old,Uncompleted Studies,Germany
52340,25-34 years old,Master’s Degree,India
52341,45-54 years old,Bachelor’s Degree,United Kingdom
52342,25-34 years old,Bachelor’s Degree,Spain
52343,25-34 years old,Master’s Degree,Hungary
